Feature,Coefficient,AbsCoefficient
fixation_durations,-1.459117319178601,1.459117319178601
saccade_speeds,-0.7059517059489182,0.7059517059489182
saccade_peak_speeds,0.628584439756037,0.628584439756037
fixation_nums,0.26243974736353076,0.26243974736353076
blink_rate,-0.20056026713231837,0.20056026713231837
lhipas,0.10387275516935825,0.10387275516935825
ipas,0.08752208367296511,0.08752208367296511
