Feature,Importance
fixation_durations,0.2223723929129145
blink_rate,0.07677588653935817
saccade_speeds,0.05100092842536321
fixation_nums,0.04987852605862174
saccade_peak_speeds,0.04871383385307482
ipas,0.00629566638106923
lhipas,0.005582764203117035
