Feature,Coefficient,AbsCoefficient
fixation_durations,-0.43649030496365077,0.43649030496365077
saccade_speeds,-0.3375301674306174,0.3375301674306174
saccade_peak_speeds,0.29800479378247496,0.29800479378247496
blink_rate,-0.09433105256051498,0.09433105256051498
fixation_nums,0.06721407535803675,0.06721407535803675
lhipas,0.043723057587520014,0.043723057587520014
ipas,0.04074653819516839,0.04074653819516839
