Feature,Importance
fixation_durations,0.212529529800911
fixation_nums,0.06081263431994818
blink_rate,0.05720862799657176
saccade_peak_speeds,0.05628225593636235
saccade_speeds,0.05603800026476229
lhipas,0.006566987297922878
ipas,0.0061513557343415995
