Feature,Coefficient,AbsCoefficient
fixation_durations,-0.5320203902832258,0.5320203902832258
saccade_speeds,-0.3862290292614955,0.3862290292614955
saccade_peak_speeds,0.31925443307491924,0.31925443307491924
blink_rate,-0.1089444497737642,0.1089444497737642
fixation_nums,0.08227679718876899,0.08227679718876899
ipas,0.049927349258478325,0.049927349258478325
lhipas,0.019858286753832985,0.019858286753832985
