Feature,Importance
fixation_durations,0.16509595112417474
blink_rate,0.08710392268509254
saccade_speeds,0.07182099382896538
saccade_peak_speeds,0.05999907665317552
fixation_nums,0.057769194072113374
lhipas,0.023937766424031635
ipas,0.006626552376848604
