Feature,Coefficient,AbsCoefficient
fixation_durations,-1.8351747708630712,1.8351747708630712
saccade_speeds,-0.8333722583860447,0.8333722583860447
saccade_peak_speeds,0.687959917358982,0.687959917358982
fixation_nums,0.32509057972149624,0.32509057972149624
blink_rate,-0.2229259717268578,0.2229259717268578
ipas,0.10824991181119327,0.10824991181119327
lhipas,0.04795984853861134,0.04795984853861134
