Feature,mean,std
fixation_durations,0.5982099007808793,0.06190717884223549
saccade_speeds,0.3448001010241191,0.027386695979471402
saccade_peak_speeds,0.2563079403081651,0.02312146977568578
blink_rate,0.10633855195990373,0.035302818954748655
fixation_nums,0.07541924500121874,0.024943025487279707
ipas,0.039982519080714984,0.0032271603065989088
lhipas,0.039661970517639145,0.012022035066003377
