Feature,mean,std
fixation_durations,0.1667920094383811,0.09836573067923038
saccade_peak_speeds,0.02792492769209918,0.02983175956744939
saccade_speeds,0.017462210969838,0.0445705208226654
fixation_nums,0.009782638754781416,0.03134287697868652
blink_rate,0.004673365047680378,0.03349753385675579
lhipas,0.0008085735977991388,0.008412395678380487
ipas,0.0004522992834904607,0.007263569648954197
