Feature,mean,std
fixation_durations,0.22952357045183855,0.03371306162632876
blink_rate,0.06210877427672969,0.023923031546294157
saccade_peak_speeds,0.0563090830357899,0.016126209983157766
saccade_speeds,0.04948232087694064,0.009245167907972161
fixation_nums,0.04768173468212968,0.018015721745840176
lhipas,0.005711787160005557,0.0013689610937761946
ipas,0.0053521820995935864,0.0012514431740789532
