Feature,Importance
fixation_durations,0.17071084376313825
fixation_nums,0.05986061252870213
saccade_peak_speeds,0.019675948384592957
blink_rate,0.01938973513146399
saccade_speeds,0.013280618349988615
lhipas,0.009268781734096532
ipas,0.0014941302027747683
