Feature,Coefficient,AbsCoefficient
fixation_durations,-2.3805452992071223,2.3805452992071223
saccade_speeds,-0.65998414849687,0.65998414849687
saccade_peak_speeds,0.49654234787533785,0.49654234787533785
blink_rate,-0.3652846633450948,0.3652846633450948
fixation_nums,0.23114077578840936,0.23114077578840936
ipas,0.06818371039815713,0.06818371039815713
lhipas,0.061876990555457985,0.061876990555457985
