Feature,Importance
fixation_durations,0.2610002677854962
fixation_nums,0.06034630499339927
blink_rate,0.05457550235171073
saccade_peak_speeds,0.03921514486974011
saccade_speeds,0.033925317038576375
lhipas,0.006165431393896427
ipas,0.004259001520542651
