Feature,mean,std
fixation_durations,0.2306064344974274,0.03475124711807695
blink_rate,0.06378324484251625,0.024396071700743243
saccade_peak_speeds,0.05430060777365598,0.014893787285410107
saccade_speeds,0.049101149958747606,0.009093128373510834
fixation_nums,0.04833912554019201,0.01976772233916244
lhipas,0.005712894441163578,0.001207068652744708
ipas,0.005413355885733628,0.0013245683857397222
